            0.33,29.69,1979062
0.33,29.69,1979062
0.34,29.41,1967460
0.34,29.74,1976161
0.35,30.29,1886250
0.35,30.81,1886250
0.39,31.16,1700625
0.44,30.98,1375781
0.58,30.36,865312
0.74,30.24,494062
0.82,31.13,494062
1.15,31.24,447656
13.33,43.61,105409
2.08,31.66,262031
37.06,64.48,59003
48.50,69.67,47402
55.55,72.31,41601
8.39,39.28,125712

            
